Date,A_GH_ft,A_GHTW_ft,A1_D-SP_inches,A2_D-SP_inches,B1_D-SP_inches,B2_D-SP_inches,C_D-MGH_ft,D_D-MGH_ft,E_D-MGH_ft,F_D-MGH_ft,G_MaxRH_%,G_MinRH_%,G_MeanRH_%
2023-10-13,8.4,6.5,0.0,0.1,0.1,0.1,92.7,12.2,6.8,3.3,95.9,51.0,71.7
2023-10-14,8.4,6.5,0.0,0.1,0.1,0.1,92.7,12.2,6.8,3.3,95.9,51.0,71.7
2023-10-15,8.3,6.1,0.0,0.0,0.0,0.0,92.7,12.2,6.8,3.3,90.6,58.4,73.9
2023-10-16,8.3,6.1,0.0,0.0,0.0,0.0,92.7,12.2,6.8,3.3,90.6,58.4,73.9
2023-10-17,8.3,6.1,0.0,0.0,0.0,0.0,92.7,12.2,6.8,3.3,90.6,58.4,73.9
2023-10-18,8.3,6.1,0.0,0.0,0.0,0.0,92.7,12.2,6.8,3.3,90.6,58.4,73.9
2023-10-19,8.3,5.9,0.0,0.0,0.0,0.0,92.7,12.2,6.7,3.3,95.4,39.2,70.2
2023-10-20,8.3,5.9,0.0,0.0,0.0,0.0,92.7,12.2,6.7,3.3,95.4,39.2,70.2
2023-10-21,8.3,5.9,0.0,0.0,0.0,0.0,92.7,12.2,6.7,3.3,95.4,39.2,70.2
2023-10-22,8.3,5.9,0.0,0.0,0.0,0.0,92.7,12.2,6.7,3.3,95.4,39.2,70.2
2023-10-23,8.3,5.9,0.1,0.0,0.0,0.0,92.6,12.2,6.7,3.3,100.0,57.4,84.1
2023-10-24,8.3,5.9,0.1,0.0,0.0,0.0,92.6,12.2,6.7,3.3,100.0,57.4,84.1
2023-10-25,8.3,5.9,0.1,0.0,0.0,0.0,92.6,12.2,6.7,3.3,100.0,57.4,84.1
2023-10-26,8.3,5.9,0.1,0.0,0.0,0.0,92.6,12.2,6.7,3.3,100.0,57.4,84.1
2023-10-27,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.2,6.7,3.3,100.0,42.6,74.1
2023-10-28,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.2,6.7,3.3,100.0,42.6,74.1
2023-10-29,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.2,6.7,3.3,100.0,42.6,74.1
2023-10-30,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.2,6.7,3.3,100.0,42.6,74.1
2023-10-31,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.2,6.7,3.3,94.0,38.4,67.2
2023-11-01,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.2,6.7,3.3,94.0,38.4,67.2
2023-11-02,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.2,6.7,3.3,94.0,38.4,67.2
2023-11-03,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.2,6.7,3.3,94.0,38.4,67.2
2023-11-04,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.1,6.7,3.3,93.8,31.3,57.5
2023-11-05,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.1,6.7,3.3,93.8,31.3,57.5
2023-11-06,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.1,6.7,3.3,93.8,31.3,57.5
2023-11-07,8.3,6.0,0.0,0.0,0.0,0.0,92.6,12.1,6.7,3.3,93.8,31.3,57.5
2023-11-08,8.2,6.0,0.5,0.7,16.7,0.5,92.6,12.2,6.7,3.3,100.0,58.8,88.1
2023-11-09,8.2,6.0,0.5,0.7,16.7,0.5,92.6,12.2,6.7,3.3,100.0,58.8,88.1
2023-11-10,8.2,6.0,0.5,0.7,16.7,0.5,92.6,12.2,6.7,3.3,100.0,58.8,88.1
2023-11-11,8.2,6.0,0.5,0.7,16.7,0.5,92.6,12.2,6.7,3.3,100.0,58.8,88.1
2023-11-12,8.2,6.3,0.1,0.1,16.7,0.0,92.6,12.2,6.7,3.4,100.0,72.7,90.8
2023-11-13,8.2,6.3,0.1,0.1,16.7,0.0,92.6,12.2,6.7,3.4,100.0,72.7,90.8
2023-11-14,8.2,6.3,0.1,0.1,16.7,0.0,92.6,12.2,6.7,3.4,100.0,72.7,90.8
2023-11-15,8.2,6.3,0.1,0.1,16.7,0.0,92.6,12.2,6.7,3.4,100.0,72.7,90.8
2023-11-16,8.2,5.8,0.0,0.0,16.7,0.0,92.8,12.3,6.8,3.5,99.3,49.2,79.7
2023-11-17,8.2,5.8,0.0,0.0,16.7,0.0,92.8,12.3,6.8,3.5,99.3,49.2,79.7
2023-11-18,8.2,5.8,0.0,0.0,16.7,0.0,92.8,12.3,6.8,3.5,99.3,49.2,79.7
2023-11-19,8.2,5.8,0.0,0.0,16.7,0.0,92.8,12.3,6.8,3.5,99.3,49.2,79.7
2023-11-20,8.2,5.1,0.0,0.0,16.7,0.0,92.7,12.3,6.8,3.6,92.6,41.2,70.1
2023-11-21,8.2,5.1,0.0,0.0,16.7,0.0,92.7,12.3,6.8,3.6,92.6,41.2,70.1
2023-11-22,8.2,5.1,0.0,0.0,16.7,0.0,92.7,12.3,6.8,3.6,92.6,41.2,70.1
2023-11-23,8.2,5.1,0.0,0.0,16.7,0.0,92.7,12.3,6.8,3.6,92.6,41.2,70.1
2023-11-24,8.3,4.8,0.5,0.5,16.7,0.5,92.8,12.3,6.8,3.7,98.3,60.4,83.9
2023-11-25,8.3,4.8,0.5,0.5,16.7,0.5,92.8,12.3,6.8,3.7,98.3,60.4,83.9
2023-11-26,8.3,4.8,0.5,0.5,16.7,0.5,92.8,12.3,6.8,3.7,98.3,60.4,83.9
2023-11-27,8.3,4.8,0.5,0.5,16.7,0.5,92.8,12.3,6.8,3.7,98.3,60.4,83.9
2023-11-28,8.3,4.9,0.0,0.0,16.7,0.0,92.8,12.3,6.9,3.8,98.4,48.6,70.9
2023-11-29,8.3,4.9,0.0,0.0,16.7,0.0,92.8,12.3,6.9,3.8,98.4,48.6,70.9
2023-11-30,8.3,4.9,0.0,0.0,16.7,0.0,92.8,12.3,6.9,3.8,98.4,48.6,70.9
2023-12-01,8.3,4.9,0.0,0.0,16.7,0.0,92.8,12.3,6.9,3.8,98.4,48.6,70.9
2023-12-02,8.4,5.1,0.4,0.4,16.7,0.5,92.8,12.4,6.9,3.9,100.0,52.6,82.8
2023-12-03,8.4,5.1,0.4,0.4,16.7,0.5,92.8,12.4,6.9,3.9,100.0,52.6,82.8
2023-12-04,8.4,5.1,0.4,0.4,16.7,0.5,92.8,12.4,6.9,3.9,100.0,52.6,82.8
2023-12-05,8.4,5.1,0.4,0.4,16.7,0.5,92.8,12.4,6.9,3.9,100.0,52.6,82.8
2023-12-06,8.4,5.3,0.0,0.1,16.7,0.2,92.8,12.4,7.0,4.0,100.0,74.4,93.6
2023-12-07,8.4,5.3,0.0,0.1,16.7,0.2,92.8,12.4,7.0,4.0,100.0,74.4,93.6
2023-12-08,8.4,5.3,0.0,0.1,16.7,0.2,92.8,12.4,7.0,4.0,100.0,74.4,93.6
2023-12-09,8.4,5.3,0.0,0.1,16.7,0.2,92.8,12.4,7.0,4.0,100.0,74.4,93.6
2023-12-10,8.4,5.3,0.3,0.1,16.7,0.1,92.8,12.4,7.0,4.0,100.0,62.0,92.6
2023-12-11,8.4,5.3,0.3,0.1,16.7,0.1,92.8,12.4,7.0,4.0,100.0,62.0,92.6
2023-12-12,8.4,5.3,0.3,0.1,16.7,0.1,92.8,12.4,7.0,4.0,100.0,62.0,92.6
2023-12-13,8.4,5.3,0.3,0.1,16.7,0.1,92.8,12.4,7.0,4.0,100.0,62.0,92.6
2023-12-14,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,7.0,4.1,100.0,43.2,71.0
2023-12-15,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,7.0,4.1,100.0,43.2,71.0
2023-12-16,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,7.0,4.1,100.0,43.2,71.0
2023-12-17,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,7.0,4.1,100.0,43.2,71.0
2023-12-18,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,7.0,4.0,98.5,39.3,63.3
2023-12-19,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,7.0,4.0,98.5,39.3,63.3
2023-12-20,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,7.0,4.0,98.5,39.3,63.3
2023-12-21,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,7.0,4.0,98.5,39.3,63.3
2023-12-22,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,6.9,4.0,77.2,37.4,52.3
2023-12-23,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,6.9,4.0,77.2,37.4,52.3
2023-12-24,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,6.9,4.0,77.2,37.4,52.3
2023-12-25,8.4,5.6,0.0,0.0,16.7,0.0,92.8,12.4,6.9,4.0,77.2,37.4,52.3
2023-12-26,8.4,5.5,0.2,0.3,16.7,0.1,92.8,12.4,6.9,4.0,100.0,60.2,81.8
2023-12-27,8.4,5.5,0.2,0.3,16.7,0.1,92.8,12.4,6.9,4.0,100.0,60.2,81.8
2023-12-28,8.4,5.5,0.2,0.3,16.7,0.1,92.8,12.4,6.9,4.0,100.0,60.2,81.8
2023-12-29,8.4,5.5,0.2,0.3,16.7,0.1,92.8,12.4,6.9,4.0,100.0,60.2,81.8
2023-12-30,8.4,5.6,0.0,0.0,16.7,0.2,92.8,12.4,6.9,4.0,100.0,39.7,74.8
2023-12-31,8.4,5.6,0.0,0.0,16.7,0.2,92.8,12.4,6.9,4.0,100.0,39.7,74.8
2024-01-01,8.4,5.6,0.0,0.0,16.7,0.2,92.8,12.4,6.9,4.0,100.0,39.7,74.8
2024-01-02,8.4,5.6,0.0,0.0,16.7,0.2,92.8,12.4,6.9,4.0,100.0,39.7,74.8
2024-01-03,8.4,5.6,0.6,0.4,0.3,0.1,92.8,12.4,6.9,4.0,100.0,58.5,84.3
2024-01-04,8.4,5.6,0.6,0.4,0.3,0.1,92.8,12.4,6.9,4.0,100.0,58.5,84.3
2024-01-05,8.4,5.6,0.6,0.4,0.3,0.1,92.8,12.4,6.9,4.0,100.0,58.5,84.3
2024-01-06,8.4,5.6,0.6,0.4,0.3,0.1,92.8,12.4,6.9,4.0,100.0,58.5,84.3
2024-01-07,8.4,6.1,0.0,0.1,0.2,0.1,92.8,12.4,6.9,4.1,98.5,62.4,81.7
2024-01-08,8.4,6.1,0.0,0.1,0.2,0.1,92.8,12.4,6.9,4.1,98.5,62.4,81.7
2024-01-09,8.4,6.1,0.0,0.1,0.2,0.1,92.8,12.4,6.9,4.1,98.5,62.4,81.7
2024-01-10,8.4,6.1,0.0,0.1,0.2,0.1,92.8,12.4,6.9,4.1,98.5,62.4,81.7
2024-01-11,8.4,6.7,0.5,0.6,0.8,0.8,92.9,12.4,7.0,4.1,99.3,45.5,80.2
2024-01-12,8.4,6.7,0.5,0.6,0.8,0.8,92.9,12.4,7.0,4.1,99.3,45.5,80.2
2024-01-13,8.4,6.7,0.5,0.6,0.8,0.8,92.9,12.4,7.0,4.1,99.3,45.5,80.2
2024-01-14,8.4,6.7,0.5,0.6,0.8,0.8,92.9,12.4,7.0,4.1,99.3,45.5,80.2
2024-01-15,8.4,6.8,0.0,0.0,0.0,0.0,92.9,12.4,6.9,4.1,97.7,55.7,75.5
2024-01-16,8.4,6.8,0.0,0.0,0.0,0.0,92.9,12.4,6.9,4.1,97.7,55.7,75.5
2024-01-17,8.4,6.8,0.0,0.0,0.0,0.0,92.9,12.4,6.9,4.1,97.7,55.7,75.5
2024-01-18,8.4,6.8,0.0,0.0,0.0,0.0,92.9,12.4,6.9,4.1,97.7,55.7,75.5
2024-01-19,8.4,6.5,0.0,0.0,0.0,0.0,92.9,12.4,6.9,4.1,84.3,40.0,64.9
2024-01-20,8.4,6.5,0.0,0.0,0.0,0.0,92.9,12.4,6.9,4.1,84.3,40.0,64.9
2024-01-21,8.4,6.5,0.0,0.0,0.0,0.0,92.9,12.4,6.9,4.1,84.3,40.0,64.9
2024-01-22,8.4,6.5,0.0,0.0,0.0,0.0,92.9,12.4,6.9,4.1,84.3,40.0,64.9
2024-01-23,8.4,6.1,0.1,0.2,0.5,0.2,92.8,12.4,6.9,4.1,100.0,63.2,87.8
2024-01-24,8.4,6.1,0.1,0.2,0.5,0.2,92.8,12.4,6.9,4.1,100.0,63.2,87.8
2024-01-25,8.4,6.1,0.1,0.2,0.5,0.2,92.8,12.4,6.9,4.1,100.0,63.2,87.8
2024-01-26,8.4,6.1,0.1,0.2,0.5,0.2,92.8,12.4,6.9,4.1,100.0,63.2,87.8
2024-01-27,8.4,6.2,0.0,0.0,0.0,0.0,92.8,12.4,6.9,4.0,100.0,45.7,74.6
2024-01-28,8.4,6.2,0.0,0.0,0.0,0.0,92.8,12.4,6.9,4.0,100.0,45.7,74.6
2024-01-29,8.4,6.2,0.0,0.0,0.0,0.0,92.8,12.4,6.9,4.0,100.0,45.7,74.6
2024-01-30,8.4,6.2,0.0,0.0,0.0,0.0,92.8,12.4,6.9,4.0,100.0,45.7,74.6
2024-01-31,8.4,6.2,0.0,0.0,0.0,0.0,92.8,12.4,6.8,4.0,91.6,41.3,67.4
2024-02-01,8.4,6.2,0.0,0.0,0.0,0.0,92.8,12.4,6.8,4.0,91.6,41.3,67.4
2024-02-02,8.4,6.2,0.0,0.0,0.0,0.0,92.8,12.4,6.8,4.0,91.6,41.3,67.4
2024-02-03,8.4,6.2,0.0,0.0,0.0,0.0,92.8,12.4,6.8,4.0,91.6,41.3,67.4
2024-02-04,8.4,6.1,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.9,92.0,47.1,72.8
2024-02-05,8.4,6.1,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.9,92.0,47.1,72.8
2024-02-06,8.4,6.1,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.9,92.0,47.1,72.8
2024-02-07,8.4,6.1,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.9,92.0,47.1,72.8
2024-02-08,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.9,93.4,39.3,67.4
2024-02-09,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.9,93.4,39.3,67.4
2024-02-10,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.9,93.4,39.3,67.4
2024-02-11,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.9,93.4,39.3,67.4
2024-02-12,8.4,5.3,0.0,0.0,0.0,0.1,92.8,12.4,6.8,3.8,99.2,36.8,71.9
2024-02-13,8.4,5.3,0.0,0.0,0.0,0.1,92.8,12.4,6.8,3.8,99.2,36.8,71.9
2024-02-14,8.4,5.3,0.0,0.0,0.0,0.1,92.8,12.4,6.8,3.8,99.2,36.8,71.9
2024-02-15,8.4,5.3,0.0,0.0,0.0,0.1,92.8,12.4,6.8,3.8,99.2,36.8,71.9
2024-02-16,8.4,5.4,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.8,98.3,40.8,65.4
2024-02-17,8.4,5.4,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.8,98.3,40.8,65.4
2024-02-18,8.4,5.4,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.8,98.3,40.8,65.4
2024-02-19,8.4,5.4,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.8,98.3,40.8,65.4
2024-02-20,8.4,5.3,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.8,83.2,57.2,68.5
2024-02-21,8.4,5.3,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.8,83.2,57.2,68.5
2024-02-22,8.4,5.3,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.8,83.2,57.2,68.5
2024-02-23,8.4,5.3,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.8,83.2,57.2,68.5
2024-02-24,8.4,5.3,0.4,0.3,0.0,0.2,92.8,12.3,6.8,3.7,98.3,68.7,80.5
2024-02-25,8.4,5.3,0.4,0.3,0.0,0.2,92.8,12.3,6.8,3.7,98.3,68.7,80.5
2024-02-26,8.4,5.3,0.4,0.3,0.0,0.2,92.8,12.3,6.8,3.7,98.3,68.7,80.5
2024-02-27,8.4,5.3,0.4,0.3,0.0,0.2,92.8,12.3,6.8,3.7,98.3,68.7,80.5
2024-02-28,8.4,5.3,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.7,98.2,56.0,83.0
2024-02-29,8.4,5.3,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.7,98.2,56.0,83.0
2024-03-01,8.4,5.3,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.7,98.2,56.0,83.0
2024-03-02,8.4,5.3,0.0,0.0,0.0,0.0,92.8,12.3,6.8,3.7,98.2,56.0,83.0
2024-03-03,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,85.9,61.3,74.1
2024-03-04,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,85.9,61.3,74.1
2024-03-05,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,85.9,61.3,74.1
2024-03-06,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,85.9,61.3,74.1
2024-03-07,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,100.0,67.4,82.2
2024-03-08,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,100.0,67.4,82.2
2024-03-09,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,100.0,67.4,82.2
2024-03-10,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,100.0,67.4,82.2
2024-03-11,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,100.0,74.8,91.4
2024-03-12,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,100.0,74.8,91.4
2024-03-13,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,100.0,74.8,91.4
2024-03-14,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,100.0,74.8,91.4
2024-03-15,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,99.8,84.3,93.2
2024-03-16,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,99.8,84.3,93.2
2024-03-17,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,99.8,84.3,93.2
2024-03-18,8.4,5.1,0.0,0.0,0.0,0.0,92.8,12.3,6.7,3.6,99.8,84.3,93.2
2024-03-19,8.4,5.2,1.0,1.2,0.8,1.4,92.8,12.4,6.8,3.7,100.0,79.2,97.1
2024-03-20,8.4,5.2,1.0,1.2,0.8,1.4,92.8,12.4,6.8,3.7,100.0,79.2,97.1
2024-03-21,8.4,5.2,1.0,1.2,0.8,1.4,92.8,12.4,6.8,3.7,100.0,79.2,97.1
2024-03-22,8.4,5.2,1.0,1.2,0.8,1.4,92.8,12.4,6.8,3.7,100.0,79.2,97.1
2024-03-23,8.5,5.6,0.1,0.0,0.0,0.0,92.8,12.5,6.8,3.8,100.0,56.6,85.2
2024-03-24,8.5,5.6,0.1,0.0,0.0,0.0,92.8,12.5,6.8,3.8,100.0,56.6,85.2
2024-03-25,8.5,5.6,0.1,0.0,0.0,0.0,92.8,12.5,6.8,3.8,100.0,56.6,85.2
2024-03-26,8.5,5.6,0.1,0.0,0.0,0.0,92.8,12.5,6.8,3.8,100.0,56.6,85.2
2024-03-27,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.8,100.0,59.1,78.7
2024-03-28,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.8,100.0,59.1,78.7
2024-03-29,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.8,100.0,59.1,78.7
2024-03-30,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.8,3.8,100.0,59.1,78.7
2024-03-31,8.4,5.8,0.4,0.4,0.5,0.4,92.9,12.4,6.8,3.9,100.0,52.9,80.8
2024-04-01,8.4,5.8,0.4,0.4,0.5,0.4,92.9,12.4,6.8,3.9,100.0,52.9,80.8
2024-04-02,8.4,5.8,0.4,0.4,0.5,0.4,92.9,12.4,6.8,3.9,100.0,52.9,80.8
2024-04-03,8.4,5.8,0.4,0.4,0.5,0.4,92.9,12.4,6.8,3.9,100.0,52.9,80.8
2024-04-04,8.4,5.8,0.0,0.0,0.0,0.0,92.9,12.4,6.8,3.9,89.8,44.8,74.6
2024-04-05,8.4,5.8,0.0,0.0,0.0,0.0,92.9,12.4,6.8,3.9,89.8,44.8,74.6
2024-04-06,8.4,5.8,0.0,0.0,0.0,0.0,92.9,12.4,6.8,3.9,89.8,44.8,74.6
2024-04-07,8.4,5.8,0.0,0.0,0.0,0.0,92.9,12.4,6.8,3.9,89.8,44.8,74.6
2024-04-08,8.4,5.3,0.0,0.0,0.0,0.0,92.9,12.4,6.7,3.9,99.7,45.2,70.5
2024-04-09,8.4,5.3,0.0,0.0,0.0,0.0,92.9,12.4,6.7,3.9,99.7,45.2,70.5
2024-04-10,8.4,5.3,0.0,0.0,0.0,0.0,92.9,12.4,6.7,3.9,99.7,45.2,70.5
2024-04-11,8.4,5.3,0.0,0.0,0.0,0.0,92.9,12.4,6.7,3.9,99.7,45.2,70.5
2024-04-12,8.4,5.2,0.8,0.5,0.6,0.5,92.8,12.4,6.7,3.9,100.0,74.0,89.9
2024-04-13,8.4,5.2,0.8,0.5,0.6,0.5,92.8,12.4,6.7,3.9,100.0,74.0,89.9
2024-04-14,8.4,5.2,0.8,0.5,0.6,0.5,92.8,12.4,6.7,3.9,100.0,74.0,89.9
2024-04-15,8.4,5.2,0.8,0.5,0.6,0.5,92.8,12.4,6.7,3.9,100.0,74.0,89.9
2024-04-16,8.4,5.4,0.2,0.1,0.1,0.1,92.8,12.5,6.7,4.0,100.0,90.0,74.2
