Date,A_GH_ft,A_GHTW_ft,A1_D-SP_inches,A2_D-SP_inches,B1_D-SP_inches,B2_D-SP_inches,C_D-MGH_ft,D_D-MGH_ft,E_D-MGH_ft,F_D-MGH_ft,G_MaxRH_%,G_MinRH_%,G_MeanRH_%
2024-07-01,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.4,6.6,4.0,97.3,40.9,68.8
2024-07-02,8.4,5.7,0.3,0.2,0.2,0.2,92.8,12.5,6.7,4.1,100.0,77.5,92.4
2024-07-03,8.3,5.6,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.2,100.0,56.1,82.5
2024-07-04,8.4,5.2,0.2,0.1,0.2,0.0,92.8,12.6,6.8,4.2,99.9,59.2,83.6
2024-07-05,8.5,5.5,0.8,0.8,1.0,0.9,92.8,12.6,6.9,4.4,100.0,88.1,96.9
2024-07-06,8.5,5.8,0.0,0.0,0.0,0.0,92.9,12.6,6.9,4.4,100.0,55.3,83.9
2024-07-07,8.5,6.0,0.1,0.2,0.1,0.1,92.8,12.6,6.8,4.4,99.3,65.0,85.4
2024-07-08,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.7,62.8,83.3
2024-07-09,8.4,5.9,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,100.0,53.5,80.8
2024-07-10,8.4,5.8,0.0,0.0,0.0,0.0,92.8,12.6,6.8,4.4,98.1,61.0,82.4
2024-07-11,8.4,5.7,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,98.1,47.4,77.6
2024-07-12,8.4,5.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.4,95.3,49.5,69.8
2024-07-13,8.4,5.1,0.6,0.5,0.5,0.6,92.8,12.6,6.7,4.3,99.7,48.0,77.7
2024-07-14,8.5,6.0,1.0,1.2,1.7,1.1,92.8,12.6,6.7,4.5,98.6,60.5,83.3
2024-07-15,8.5,6.6,0.5,1.2,1.4,1.3,92.8,12.6,6.7,4.5,100.0,63.9,85.9
2024-07-16,8.5,7.2,0.0,0.0,0.0,0.0,92.8,12.6,6.7,4.5,16.7,16.7,16.7
2024-07-17,8.5,7.0,0.0,0.0,0.0,0.0,92.7,12.6,6.6,4.5,16.7,16.7,16.7
2024-07-18,8.4,6.6,0.0,0.0,0.0,0.0,92.7,12.5,6.6,4.4,16.7,16.7,16.7
2024-07-19,8.4,6.0,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.4,16.7,16.7,16.7
2024-07-20,8.4,5.5,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,16.7,16.7,16.7
2024-07-21,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,16.7,16.7,16.7
2024-07-22,8.4,5.3,0.0,0.0,0.0,0.0,92.7,12.5,6.5,4.3,16.7,16.7,16.7
2024-07-23,8.4,5.2,0.1,0.0,0.1,0.1,92.7,12.5,6.5,4.4,16.7,16.7,16.7
2024-07-24,8.4,5.2,0.0,0.0,0.0,0.0,92.7,12.5,6.4,4.4,16.7,16.7,16.7
2024-07-25,8.4,5.1,0.0,0.0,0.0,0.0,92.7,12.4,6.4,4.4,16.7,16.7,16.7
2024-07-26,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.3,16.7,16.7,16.7
2024-07-27,8.4,5.1,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.2,16.7,16.7,16.7
2024-07-28,8.4,5.1,0.1,0.1,1.1,1.1,92.6,12.4,6.4,4.2,16.7,16.7,16.7
2024-07-29,8.4,5.2,0.0,0.2,0.3,0.2,92.6,12.4,6.4,4.2,16.7,16.7,16.7
2024-07-30,8.4,5.2,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.1,16.7,16.7,16.7
2024-07-31,8.4,5.0,0.0,0.0,0.0,0.0,92.6,12.4,6.4,4.0,16.7,16.7,16.7
2024-08-01,8.4,5.0,1.5,0.8,0.4,0.1,92.6,12.4,6.4,4.0,16.7,16.7,16.7
2024-08-02,8.4,5.4,0.0,0.0,0.0,0.0,92.6,12.5,6.5,4.0,16.7,16.7,16.7
2024-08-03,8.4,5.5,0.0,0.0,0.0,0.0,92.6,12.5,6.5,3.9,16.7,16.7,16.7
2024-08-04,8.4,5.6,0.0,0.0,0.0,0.0,92.5,12.5,6.5,3.8,16.7,16.7,16.7
2024-08-05,8.4,5.5,0.0,0.0,0.0,0.0,92.5,12.5,6.5,3.8,16.7,16.7,16.7
2024-08-06,8.4,5.8,1.1,0.7,1.2,1.0,92.6,12.5,6.5,3.9,16.7,16.7,16.7
2024-08-07,8.4,6.0,0.0,0.0,0.0,0.0,92.6,12.5,6.5,3.8,16.7,16.7,16.7
2024-08-08,8.4,5.8,0.0,0.0,0.0,0.0,92.6,12.5,6.5,3.8,16.7,16.7,16.7
